title,year,director,runtime,cast
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,Jack Sholder,87,"['Robert Englund', 'Mark Patton', 'Kim Myers', 'Robert Rusler', 'Clu Gulager', 'Hope Lange', 'Marshall Bell', 'Melinda O. Fee', 'Tom McFadden', 'Sydney Walsh', 'Edward Blackoff', 'Christie Clark', 'Lyman Ward', 'Donna Bruce', 'Hart Sprager', 'Allison Barron', 'JoAnn Willette', 'Steve Eastin', 'Brian Wimmer', 'Robert Chaskin', 'Kerry Remsen', 'Kimberly Lynn', 'Steven Smith', 'Jonathan Hart', 'Tom Tangen', 'Robert Shaye']"
The Rocky Horror Picture Show,1975,Jim Sharman,100,"['Tim Curry', 'Susan Sarandon', 'Barry Bostwick', ""Richard O'Brien"", 'Patricia Quinn', 'Nell Campbell', 'Jonathan Adams', 'Peter Hinwood', 'Meat Loaf', 'Charles Gray', 'Jeremy Newson', 'Hilary Farr', 'Pierre Bedenes', 'Christopher Biggins', 'Gaye Brown', 'Ishaq Bux', 'Stephen Calcutt', 'Hugh Cecil', 'Imogen Claire', 'Tony Cowan', 'Sadie Corre', 'Fran Fullenwider', 'Lindsay Ingram', 'Peggy Ledger', 'Annabel Leventon', 'Anthony Milner', 'Pamela Obermeyer', 'Tony Then', 'Kimi Wong', 'Henry Woolf', 'Lewis Alexander', 'Gina Barrie', 'Hyma Beckley', 'Ernest Blyth', 'Rufus Collins', 'Megan Hanks', 'Victor Harrington', 'Mark Johnson', 'Juba Kennerley', 'Petra Leah', 'Frank Lester', 'John Marquand', 'Koo Stark']"
Friday the 13th,1980,Sean S. Cunningham,95,"['Jeannine Taylor', 'Laurie Bartram', 'Harry Crosby', 'Robbi Morgan', 'Adrienne King', 'Mark Nelson', 'Betsy Palmer', 'Kevin Bacon', 'Mary Rocco', 'Rex Everhart', 'Walt Gorney', 'Willie Adams', 'Peter Brouwer', 'Debra S. Hayes', 'Ronn Carroll', 'Ron Millkie', 'Ari Lehman', 'Dorothy Kobs', 'Ken L. Parker', 'Sally Anne Golden', 'Noel Cunningham', 'Irwin Keyes', 'Tom Savini']"
The Lighthouse,2019,Robert Eggers,109,"['Robert Pattinson', 'Willem Dafoe', 'Valeriia Karaman', 'Logan Hawkes', 'Kyla Nicolle', 'Shaun Clarke', 'Pierre Richard', 'Preston Hudson', 'Jeff Cruts']"
Addams Family Values,1993,Barry Sonnenfeld,94,"['Joan Cusack', 'Raúl Juliá', 'Christopher Lloyd', 'Christina Ricci', 'Anjelica Huston', 'Jimmy Workman', 'David Krumholtz', 'Carel Struycken', 'Peter MacNicol', 'Christine Baranski', 'Carol Kane', 'Kaitlyn Hooper', 'Kristen Hooper', 'Christopher Hart', 'Dana Ivey', 'Mercedes McNab', 'Sam McMurray', 'Harriet Sansom Harris', 'Julie Halston', 'Barry Sonnenfeld', 'Nathan Lane', 'John Franklin', 'Charles Busch', 'Laura Esterman', 'Maureen Sue Levin', 'Darlene Levin', 'Carol Hankins', 'Steven M. Martin', 'Douglas Brian Martin', 'Ryan Holihan', 'Lois de Banzie', 'Vickilyn Reynolds', 'Cynthia Nixon', 'Eyde Byrde', 'David Hyde Pierce', 'Andreana Weiner', 'Peter Graves', 'Rick Scarry', 'Monet Mazur', 'Francis Coady', 'Ian Abercrombie', 'Chris Ellis', 'Camille Saviola', 'Zack Phifer', 'Tony Shalhoub', 'Jeffrey Van Hoose', 'Micah Winkelspecht', 'Matthew Beebe', 'Kristy Shirvani', 'Jamie Gordon', 'Micah Hata', 'Joey Wilcots', 'Jason Fife', 'Karl David-Djerf', 'Haley Peel', 'Cheryl Chase', 'Matthew Bartilson', 'Adena Bjork', 'Alex Gaona', 'Nichole McAuley', 'Zack Milan', 'Rob Sanchez', 'Lenny Wilson']"
Blood Quantum,2019,Jeff Barnaby,98,"['Michael Greyeyes', 'Elle-Máijá Tailfeathers', 'Forrest Goodluck', 'Kiowa Gordon', 'Olivia Scriven', 'Stonehorse Lone Goeman', 'Brandon Oakes', 'William Belleau', 'Devery Jacobs', 'Gary Farmer', 'Kent McQuaid', 'Felicia Shulman', 'Lake Delisle', 'Trevor Hayes', 'Marc Assiniwi', 'Natalie Liconti', 'Sylvano Harvey', 'Sébastien Bolduc', 'Tanner Zipchen']"
Halloween,1978,John Carpenter,91,"['Donald Pleasence', 'Jamie Lee Curtis', 'P.J. Soles', 'Nancy Kyes', 'Charles Cyphers', 'Kyle Richards', 'Brian Andrews', 'John Michael Graham', 'Nancy Stephens', 'Arthur Malet', 'Mickey Yablans', 'Brent Le Page', 'Adam Hollander', 'Robert Phalen', 'Tony Moran', 'Will Sandin', 'Sandy Johnson', 'David Kyle', 'Peter Griffith', 'Nick Castle', 'Barry Bernardi', 'Joseph Cornelius', ""George O'Hanlon Jr."", 'Darla Rae', 'Gwen Van Dam', 'Tommy Lee Wallace', 'John Carpenter', 'Leslie Nielsen']"
Scream,1996,Wes Craven,112,"['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Matthew Lillard', 'Rose McGowan', 'Skeet Ulrich', 'Jamie Kennedy', 'W. Earl Brown', 'Liev Schreiber', 'Joseph Whipp', 'Drew Barrymore', 'Roger L. Jackson', 'Kevin Patrick Walls', 'David Booth', 'Carla Hatley', 'Lawrence Hecht', 'Lois Saunders', 'Lisa Beach', 'Tony Kilbert', 'C.W. Morgan', 'Frances Lee McCain', 'Troy Bishop', 'Ryan Kennedy', 'Leonora Scelfo', 'Nancy Anne Ridder', 'Lisa Canning', 'Bonnie Wood', 'Aurora Draper', 'Kenny Kwong', 'Justin Sullivan', 'Kurtis Bedford', 'Angela Miller', 'Henry Winkler', 'Linda Blair', 'Andrew Christiansen', 'Wes Craven', 'Matt McDonald', 'Carter Raff', 'Freddy W. Smith']"
Evil Dead II,1987,Sam Raimi,84,"['Bruce Campbell', 'Sarah Berry', 'Dan Hicks', 'Kassie DePaiva', 'Richard Domeier', 'Ted Raimi', 'Denise Bixler', 'John Peakes', 'Lou Hancock', 'Snowy Winters', 'Sol Abrams', 'Josh Becker', 'Scott Spiegel', 'Thomas Kidd', 'Mitch Cantor', 'Jenny Griffith', 'William Preston Robertson', 'Tony Elwood', 'David Goodman', 'Gary Jones', 'Greg Nicotero', 'Sam Raimi', 'Tom Sullivan', 'Robert Tapert', 'John W. Walter']"
Jennifer's Body,2009,Karyn Kusama,107,"['Megan Fox', 'Amanda Seyfried', 'Johnny Simmons', 'Adam Brody', 'J.K. Simmons', 'Amy Sedaris', 'Kyle Gallner', 'Chris Pratt', 'Cynthia Stevenson', 'Sal Cortez', 'Ryan Levine', 'Juan Riedinger', 'Colin Askey', 'Juno Rinaldi', 'Josh Emerson', 'Nicole Leduc', 'Aman Johal', 'Dan Joffre', 'Candus Churchill', 'Carrie Genzel', 'Emma Gallello', 'Megan Charpentier', 'Jeremy Schuetze', 'Valerie Tian', 'Emily Tennant', 'Karissa Tynes', 'Eve Harlow', 'Michael Brock', 'Genevieve Buechner', 'Adrian Hough', 'Gabrielle Rose', 'Michael Bean', 'Bill Fagerbakke', 'Marilyn Norry', 'Cut Chemist', 'Zoe LaLiberté', 'Chelsey Smith', 'Whitney Chow', 'Michael Orstad', 'Ronnie Robinson', 'Ed Anders', 'Roxanne Wong', 'Diane Dutra', 'Maya Toews', 'Andrea Baker', 'Lisa Breitman', 'Cathy Cavadini', 'Lanei Chapman', 'Vicki Davis', 'Jeff Fischer', 'Aaron Fors', 'Barbara Harris', 'Caryn Johnson', 'Jeremy Maxwell', 'David Michie', 'Levi Nunez', 'Paige Pollack', 'David J. Randolph', 'Roger Craig Smith', 'Joel Swetow', 'Andreana Weiner', 'Lennon Wynn', 'Diablo Cody', 'Lance Henriksen', 'Dan Savoie']"
Color Out of Space,2019,Richard Stanley,111,"['Nicolas Cage', 'Joely Richardson', 'Madeleine Arthur', 'Elliot Knight', 'Tommy Chong', 'Brendan Meyer', 'Julian Hilliard', 'Josh C. Waller', ""Q'orianka Kilcher"", 'Melissa Nearman', 'Amanda Booth', 'Keith Harle']"
Timecode,2000,Mike Figgis,97,"['Xander Berkeley', 'Golden Brooks', 'Saffron Burrows', 'Viveka Davis', 'Richard Edson', 'Aimee Graham', 'Salma Hayek Pinault', 'Glenne Headly', 'Andrew Heckler', 'Holly Hunter', 'Danny Huston', 'Daphna Kastner', 'Patrick Kearney', 'Elizabeth Low', 'Kyle MacLachlan', 'Mía Maestro', 'Leslie Mann', 'Suzy Nakamura', 'Alessandro Nivola', 'Zuleikha Robinson', 'Julian Sands', 'Stellan Skarsgård', 'Jeanne Tripplehorn', 'Steven Weber', 'Colette Divine', 'David Schatanoff Jr.', 'Patty Tobin']"
Flubber,1997,Les Mayfield,93,"['Robin Williams', 'Marcia Gay Harden', 'Christopher McDonald', 'Raymond J. Barry', 'Clancy Brown', 'Nancy Olson', 'Ted Levine', 'Wil Wheaton', 'Edie McClurg', 'Jodi Benson', 'Leslie Stefanson', 'Malcolm Brownson', 'Benjamin Brock', 'Dakin Matthews', 'Zack Zeigler', 'Sam Lloyd', 'Scott Martin Gershin', 'Julie Morrison']"
The Butler,2013,Lee Daniels,132,"['Forest Whitaker', 'Oprah Winfrey', 'Mariah Carey', 'John Cusack', 'Jane Fonda', 'Cuba Gooding Jr.', 'Terrence Howard', 'Lenny Kravitz', 'James Marsden', 'David Oyelowo', 'Alex Pettyfer', 'Vanessa Redgrave', 'Aml Ameen', 'Alan Rickman', 'Liev Schreiber', 'Robin Williams', 'Yaya DaCosta', 'David Banner', 'Colman Domingo', 'Nelsan Ellis', 'Nealla Gordon', 'Elijah Kelley', 'Minka Kelly', 'Adriane Lenox', 'Mo McRae', 'Pernell Walker', 'Jesse Williams', 'Clarence Williams III', 'Michael Rainey Jr.', 'LaJessie Smith', 'John P. Fertitta', 'Jim Gleason', 'Isaac White', 'Joe Chrest', 'Tyson Ford', 'James DuMont', 'Robert Aberdeen', 'Olivia Washington', 'Margaret M. Owens', 'Eric Ducote', 'Chloe Barach', 'Danny Strong', 'Clara Hopkins Daniels', 'Dana Gourrier', 'Shirley Pugh', 'Bill Newman', 'Colin Walker', 'Alex Manette', 'Rusty Robertson', 'Stephen Rider', 'Tarra Riggs', 'Xosha Roquemore']"
Aladdin and the King of Thieves,1996,Tad Stones,81,"['Val Bettin', 'Jim Cummings', 'Gilbert Gottfried', 'Linda Larkin', 'Jerry Orbach', 'John Rhys-Davies', 'Scott Weinger', 'Frank Welker', 'Robin Williams', 'Jeff Bennett', 'Corey Burton', 'Jess Harnell', 'Clyde Kusatsu', 'Rob Paulsen', 'CCH Pounder', 'Bruce Adler']"
Man of the Year,2006,Barry Levinson,115,"['Robin Williams', 'Christopher Walken', 'Laura Linney', 'Lewis Black', 'Jeff Goldblum', 'Tina Fey', 'Faith Daniels', 'David Alpay', 'Amy Poehler', 'Chris Matthews', 'James Carville', 'Doug Murray', 'Rick Roberts', 'Karen Hines', 'Cathleen Crier', 'Linda Kash', 'David Nichols', 'David Ferry', 'Dmitry Chepovetsky', 'Brandon Firla', 'Mark Andrada', 'Sasha Roiz', 'Jeff Mallory', 'Kim Roberts', 'Jacqueline Pillon', 'Zoe Doyle', 'Chris Gillett', 'Marcia Laskowski', 'Kevin Hare']"
Old Dogs,2009,Walt Becker,88,"['John Travolta', 'Robin Williams', 'Kelly Preston', 'Conner Rayburn', 'Ella Bleu Travolta', 'Lori Loughlin', 'Seth Green', 'Bernie Mac', 'Matt Dillon', 'Dax Shepard', 'Luis Guzmán', 'Ann-Margret', 'Rita Wilson', 'Justin Long', 'Amy Sedaris', 'Residente', 'Sab Shimono', 'Kevin Yamada', 'Kevin Dean-Hackett', 'Laura Allen', 'Sam Travolta', 'Margaret Travolta', 'Nick Loren', 'Kenneth Maharaj', 'Nova Mejia', 'Margaret Goodman', 'Jerome Weinstein', 'Allie Woods', 'Michael Enright', 'Alexa Havins', 'Keenan Shimizu', 'Akira Takayama', 'Shirô Oishi', 'Yoshio Mita', 'Seiji Kakizaki', 'Keisuke Jim Nagahama', 'Dominick Riccardi', 'Costas Panay', 'Kate Lacey', 'Denise Violante', 'Tonia-Marie Gallo', 'Chika Kanamoto', 'Marcel Becker', 'Alison Pelletier', 'Dylan Sprayberry', 'Bradley Steven Perry', 'Joey Pordan', 'Jason Davies', 'Alicia Mazepa', 'Marielys Molina', 'Charlene Smith', 'Tera Lee Pollin', 'Brendan King', 'Jason Dougherty', 'Kevin Aubin', 'Christine L. Anderson', 'Crystal MacKenzie', 'Erynn Dickerson', 'Noel MacNeal', 'John E. Kennedy', 'Matt Vogel', 'Josh Cohen', 'Bruce Connelly', 'Joe Kovacs', 'Tom Woodruff Jr.', 'DeRay Davis', 'Paulo Costanzo', 'Chris J. Cullen', 'Kendall Draughn', 'Vohn Ferguson', 'Steve Ferrarie', 'Catherine Fetsco', 'Gene Harrison', 'Ingrid Johnson', 'Yulia Klass', 'Heland Lee', 'Jian Leonardo', 'Jeffrey Mowery', 'Panama Redd', 'Hector Rodriguez Jr.', 'Harry L. Seddon', 'Melissa Silver', 'Lara Anne Slife', 'Frank Tedesco', 'Paul Thornton', 'Nina Vincent', 'Eden Wright']"
A Nightmare on Elm Street 3: Dream Warriors,1987,Chuck Russell,96,"['Heather Langenkamp', 'Craig Wasson', 'Patricia Arquette', 'Robert Englund', 'Ken Sagoes', 'Rodney Eastman', 'Jennifer Rubin', 'Bradley Gregg', 'Ira Heiden', 'Laurence Fishburne', 'Penelope Sudrow', 'John Saxon', 'Priscilla Pointer', 'Nan Martin', 'Clayton Landey', 'Brooke Bundy', 'Kristen Clayton', 'Sally Piper', 'Rozlyn Sorrell', 'Stacey Alden', 'Dick Cavett', 'Zsa Zsa Gabor', 'Michael Rougas', 'Jack Shea', 'Paul Kent', 'Mary Brown', 'Melanie Doctors', 'Donna Durham']"
Detention,2011,Joseph Kahn,93,"['Shanley Caswell', 'Josh Hutcherson', 'Spencer Locke', 'Dane Cook', 'A.D. Johnson', 'Walter Perez', 'Erica Shaffer', 'Yves Bright', 'Parker Bagley', 'Tiffany Boone', 'Alison Woods', 'Lindsey Morgan', 'Jonathan Park', 'Travis Fleetwood', 'Marque Richardson', 'Will Wallace', 'Richard Brake', 'Aaron Perilo', 'J.R. Osborne', 'Michael Esparza', 'Matthew Albrecht', 'Kate Kelton', 'Tammy Minoff', 'Amanda Leatherman', 'Jan Anderson', 'James Black', 'Arthur Darbinyan', 'Ilana Cohn', 'Harry Anthony Shelley', 'Jay Brian Winnick', 'Jesse Heiman', 'Jessica Lee', 'Percy Daggs III', 'Carrie Wiita', 'Allison Paige', 'Dominic Monaghan', 'Skye P. Marshall', 'Brooke Haven']"
For the Birds,2000,Ralph Eggleston,3,['Ralph Eggleston']
Batman Beyond: Return of the Joker,2000,Curt Geda,76,"['Will Friedle', 'Kevin Conroy', 'Mark Hamill', 'Angie Harmon', 'Dean Stockwell', 'Arleen Sorkin', 'Tara Strong', 'Mathew Valencia', 'Andrea Romano', 'Melissa Joan Hart', 'Henry Rollins', 'Michael Rosenbaum', 'Don Harvey', 'Frank Welker', 'Rachael Leigh Cook', 'Lauren Tom', 'Teri Garr', ""Ryan O'Donohue"", 'Vernee Watson-Johnson', 'Mary Scheer', 'Bruce Timm']"
The Little Mermaid II: Return to the Sea,2000,Jim Kammerud,75,"['Jodi Benson', 'Samuel E. Wright', 'Tara Strong', 'Pat Carroll', 'Buddy Hackett', 'Kenneth Mars', 'Max Casella', 'Stephen Furst', 'Rob Paulsen', 'Clancy Brown', 'Cam Clarke', 'René Auberjonois', 'Kay E. Kuter', 'Edie McClurg', 'Tress MacNeille', 'Frank Welker', 'Justin Schulte', 'Blake McIver Ewing', 'Emily Hart', 'Marcus Toji']"
Scooby-Doo and the Alien Invaders,2000,Jim Stenstrum,74,"['Candi Milo', 'Neil Ross', 'Jennifer Hale', 'Mary Kay Bergman', 'B.J. Ward', 'Jeff Bennett', 'Audrey Wasilewski', 'Frank Welker', 'Scott Innes', 'Mark Hamill', 'Kevin Michael Richardson']"
Life-Size,2000,Mark Rosman,101,"['Lindsay Lohan', 'Tyra Banks', 'Jere Burns', 'Anne Marie DeLuise', 'Garwin Sanford', 'Tom Butler', 'Jillian Fargey', 'Katelyn Wallace', 'Shaina Tianne Unger']"
Scooby-Doo! and the Cyber Chase,2001,Jim Stenstrum,73,"['Grey DeLisle', 'Mikey Kelley', 'B.J. Ward', 'Tom Kane', 'Bob Bergen', 'Scott Innes', 'Joe Alaskey', 'Gary Anthony Sturgis', 'Frank Welker']"
Joe Dirt,2001,Dennie Gordon,91,"['David Spade', 'Dennis Miller', 'Brittany Daniel', 'Kid Rock', 'Adam Beach', 'Erik Per Sullivan', 'Jaime Pressly', 'Christopher Walken', 'Megan Taylor Harvey', 'Caroline Aaron', 'Fred Ward', 'John Farley', 'Bob Zany', 'Bean Miller', 'Lee Walker', 'Que Kelly', 'Kathleen Randazzo', 'Liz Torres', 'Elisa Leonetti', 'Chris Wylde', 'Justin Staffer', 'Justin Kupanoff', 'Hamilton Camp', 'Tom McGillen', 'John Kirk', 'Anthony Mastromauro', 'Greg M. Martin', 'Angela Paton', 'Robb Skyler', 'Tyler Mane', 'Gordon Michaels', 'Lenny Schmidt', 'Rance Howard', 'Erin Murphy', 'Bree Turner', 'Natalia Cigliuti', 'Avery Rosin', 'Brian Thompson', 'Steven Brill', 'Mitzi Martin', 'Mark Abney', 'Ian Falk', 'Matthew Siemonsma', 'Joshua Ferrell', 'Alexandra Amoscato', 'Brian Chiesa', 'Eric Marquette', 'Fred Stoller', 'Steve Schirripa', 'Kevin Farley', 'Richard Riehle', 'Blake Clark', 'Hal Fishman', 'Eddie Money', 'David Garry', 'Jourdan Fremin', 'Karl Makinen', 'James Tupper', 'Jana Sandler', 'Rosanna Arquette', 'Michael Arturo', 'Joe Don Baker', 'Carson Daly', 'Kathleen Freeman', 'Kevin Nealon']"
Herbie Fully Loaded,2005,Angela Robinson,100,"['Lindsay Lohan', 'Michael Keaton', 'Matt Dillon', 'Breckin Meyer', 'Justin Long', 'Cheryl Hines', 'Jimmi Simpson', 'Scoot McNairy', 'Thomas Lennon', 'Jill Ritchie', 'Jeremy Roberts', 'E.E. Bell', 'Peter Pasco', 'Mario Larraza', 'Patrick Cranshaw', 'Wendi McLendon-Covey', 'Amy Hill', 'Mark Deklin', 'Scott Martin Gershin']"
A Very Murray Christmas,2015,Sofia Coppola,56,"['Bill Murray', 'Paul Shaffer', 'Michael Cera', 'George Clooney', 'Miley Cyrus', 'Dimitri Dimitrov', 'David Johansen', 'Rashida Jones', 'Jenny Lewis', 'Amy Poehler', 'Chris Rock', 'Maya Rudolph', 'Jason Schwartzman', 'Julie White', 'Thomas Mars', ""Deck D'arcy"", 'Laurent Brancowitz', 'Christian Mazzalai', 'Cindy Mizelle', 'Tawatha Agee', 'Rachele Cappelli', 'Shane Lynch', 'Amanda Kloats', 'Naomi Kakuk', 'Krista Saab', 'Purdie Baumann', 'Brittany Marcin', 'Jenny Laroche', 'Sara Michelle Hoenes', 'Sarah Braddock', 'Erin Monteleone', 'Erin Moore', 'Steve Jordan', 'David Spinozza', 'Dan Fetter', 'Frank Basile', 'Frank Greene', 'Aaron Heick', 'Tom Malone', 'Valerie Ghent']"
Shallow Hal,2001,Peter Farrelly,114,"['Gwyneth Paltrow', 'Jack Black', 'Jason Alexander', 'Joe Viterelli', 'Rene Kirby', 'Bruce McGill', 'Tony Robbins', 'Susan Ward', 'Zen Gesner', 'Brooke Burns', 'Rob Moran', ""Joshua 'Li'iBoy' Shintani"", 'Kyle Gass', 'Laura Kightlinger', 'Nan Martin', 'Sasha Joseph Neulinger', 'John-Eliot Jordan', 'Jill Christine Fitzgerald', 'Erinn Bartlett', 'Fawn Irish', 'Daniel Greene', 'Danny Murphy', 'Brian Mone', 'Bob Mone', 'Don Gavin', 'Leslie DeAntonio', 'Libby Langdon', 'Gigi Moran', 'Caryl Lippman West', 'Brianna Gardner', 'Mariann Neary', 'Christal Handy', 'Jackie Flynn', 'Sascha Knopf', 'Mary Wigmore', 'Steve Tyler', 'Darius Rucker', 'John Dennis', 'Manon von Gerkan', 'Will Coogan', 'Lyndon Byers', 'Sara Stout', 'Bonnie Aarons', 'Lisa Brounstein', 'Herbie Flynn', 'Michael Corrente', 'Ron Darling', 'Anne E. Hodgson', 'Kelly McRorie', 'Dean R. Palozej', 'Dede Kinerk', 'David A. Kipper', 'Sayed Badreya', 'David Getz', 'Jesse Peter', 'A.B. Cassidy', 'Sean Gildea', 'Robby Johns', 'Tiffany Burke', 'Hillary Matthews', 'Nicholas Theodore Nemeth', 'Molly Shannon', 'Stacy Fuson']"
Hubie Halloween,2020,Steven Brill,103,"['Adam Sandler', 'Kevin James', 'Julie Bowen', 'Ray Liotta', 'Steve Buscemi', 'Rob Schneider', 'Maya Rudolph', 'Tim Meadows', 'Michael Chiklis', 'June Squibb', 'George Wallace', 'Kenan Thompson', ""Shaquille O'Neal"", 'Ben Stiller', 'Jackie Sandler', 'Karan Brar', 'Noah Schnapp', 'Sadie Sandler', 'Sunny Sandler', 'Paris Berelc', 'China Anne McClain', 'Colin Quinn', 'Kym Whitley', 'Lavell Crawford', 'Blake Clark', 'Dan Patrick', 'Tyler Crumley', 'Ella Stiller', 'Dan Bulla', 'Paul Sado', 'Yolande Bavan', 'Peyton List', 'Mikey Day', 'Melissa Villaseñor', 'Chris Titone', 'Allen Covert', 'Martin Herlihy', 'J.D. Donaruma', 'Betsy Sodaro', 'Juliette Pagano', 'Betsy Hammer', 'Alaina Pinto', 'Ximena Córdoba', 'Charlotte Peed', 'Ella Grace Helton', 'Kannon James', 'Lance Lim', 'Kelli Berglund', 'Kevin G. Quinn', 'Bradley Steven Perry', 'Lilimar', 'Isaak Presley', 'Amber Frank', 'Jared Sandler', 'Gabriel McClain', 'Annabel Smith', 'Madison Donlan', 'Sophia Rose Spungin', 'Libby Smith', 'Patty Ross', 'Karsen Liotta', 'Caroline Lawton', 'Maggie Budzyna', 'Eli Thomas', 'Joseph Vecsey', 'Abigail Covert', 'Shea James', 'Sienna James', 'Hannah Covert', 'Sistine James', 'Alexia Zapata', 'Rebecca Covert', 'Hank Covert', 'Nathan Brill', 'Ella Brill', 'Damien Di Paola', 'Yanina Johnson', 'Tim Herlihy', 'Glenn S. Hanz', 'Vivian Nixon', 'Dennis Daniel', 'David Torres Jr.']"
Everything Is Illuminated,2005,Liev Schreiber,106,"['Elijah Wood', 'Eugene Hutz', 'Boris Leskin', 'Jana Hrabětova', 'Jonathan Safran Foer', 'Stephen Samudovsky', 'Oleksandr Choroshko', 'Gil Kazimirov', 'Zuzana Hodková', 'Ljubomir Dezera', 'Laryssa Lauret', 'Tereza Veselkova', 'Lukáš Král', 'Vera Sindelarova']"
The Garden of Words,2013,Makoto Shinkai,46,"['Miyu Irino', 'Kana Hanazawa', 'Fumi Hirano', 'Takeshi Maeda', 'Yuka Terasaki', 'Takanori Hoshino', 'Suguru Inoue', 'Megumi Han', 'Mikako Komatsu', 'Yuki Hayashi', 'Wataru Sekine', 'Risa Mizuno', 'Hiroshi Shimozaki', 'Kuniko Ishijima', 'Taishi Murata', 'Azusa Tadokoro']"
Paranormal Activity 3,2011,Ariel Schulman,94,"['Katie Featherston', 'Sprague Grayden', 'Lauren Bittner', 'Christopher Nicholas Smith', 'Chloe Csengery', 'Jessica Tyler Brown', 'Marilyn Alex', 'Dustin Ingram', 'Jessica Berger', 'Maria Olsen', 'Hallie Foote', 'William Juan Prieto', 'Jackson Xenia Prieto', 'Paitoon Cheng', 'Johanna Braddy', 'Brian Boland', 'Micah Sloat', 'Molly Ephraim']"
Kill Bill: The Whole Bloody Affair,2011,Quentin Tarantino,247,"['Uma Thurman', 'Lucy Liu', 'Vivica A. Fox', 'Michael Madsen', 'Daryl Hannah', 'David Carradine', ""Shin'ichi Chiba"", 'Julie Dreyfus', 'Chiaki Kuriyama', 'Gordon Liu Chia-hui', 'Michael Parks', 'Ambrosia Kelley', 'Michael Bowen', 'Jun Kunimura', 'Kenji Ohba', 'Yuki Kazamatsuri', 'Sakichi Sato', 'Jonathan Loughran', 'Yoshiyuki Morishita', 'Tetsuro Shimaguchi', 'James Parks', 'Kazuki Kitamura', 'Yoji Tanaka', 'Issey Takahashi', 'Sō Yamanaka', 'Juri Manase', 'Akaji Maro', 'Goro Daimon', 'Shun Sugata', 'Zhang Jinzhan', 'Hu Xiaohui', 'Sachiko Fujii', 'Yoshiko Yamaguchi', 'Ronnie Yoshiko Fujiyama', 'Shu Lan Tuan', 'Ai Maeda', 'Naomi Kusumi', 'Hikaru Midorikawa', 'Perla Haney-Jardine', 'Larry Bishop', 'Samuel L. Jackson', 'Christopher Allen Nelson', 'Helen Kim', 'Laura Cayouette', 'Claire Smithies', 'Sid Haig', 'Bo Svenson', 'Jeannie Epper', 'Stephanie L. Moore', 'Shana Stein', 'Caitlin Keats', 'Reda Beebe', 'Clark Middleton', 'Victoria Lucai', 'Venessia Valentino', 'Thea Rose', 'William Paul Clark', 'Stevo Polyi', 'Al Manuel Douglas', 'Patricia Silva', 'Maria Del Rosario Gutierrez', 'Sonia Angelica Padilla Curiel', 'Veronica Janet Martinez', 'Lucia Cruz Marroquin', 'Citlati Guadalupe Bojorquez', 'Graciela Salazar Mendoza', 'Maria de Lourdes Lombera', 'Jorge Silva']"
Don't Hug Me I'm Scared,2011,Becky Sloan,4,"['Joseph Pelling', 'Becky Sloan', 'Baker Terry']"
